"","Sample","Patient_ID","Microbiota","DNA_concentration","Experiment","Plate","Well_nextera","Adapter_plate","AdapterN","AdapterS","Tissue","Mouse","Sex","Survived","DEAD_DOL","Collection","Date.of.Extraction","Antibiotic","DOL","Antibiotic_day","Abx_relative","Abx_relativeinfxn","Infection","DPI","Adult","Notes","Total_Preprocessed_Reads","Total_Postprocessed_Reads","retainedreads","Resequence_DNA_concentration","Reseq_total_preprocessed_reads","Reseq_total_postprocessed_reads","Reseq_retainedreads","original_preprocessed_reads","original_postprocessed_reads","Resequence_Nextera","Resequence_nextera_plate","AdapterN2","AdapterS3"
"1976","GF11_B4_d73","40.01 (11/14/09)","B","5.79","GF11","2","A3","6","N707","AM-R0508","stool","B_2_4","F","yes",NA,"73","","ampicillin/gentamicin/probenecid","12","2","duringampgent","duringampgent",NA,NA,"no","",1318598,58863,"4.464059554","",NA,NA,NA,NA,NA,"",NA,"",""
"2032","GF2_A1_day29","40.01 (11/14/09)","B","5.56","GF2","GF2_1","C1","3","N816","S525","stool","A1",NA,"yes",NA,"29","","meropenem","11","1","duringmero","duringmero","C. rodentium","-5","no","",2683020,1365785,"50.90476403","",NA,NA,NA,NA,NA,"",NA,"",""
"2033","GF2_A1_day30","40.01 (11/14/09)","B","5.94","GF2","GF2_1","C12","3","N711","S536","stool","A1",NA,"yes",NA,"30","","meropenem","12","2","duringmero","duringmero","C. rodentium","-4","no","",3581946,571351,"15.95085465","",NA,NA,NA,NA,NA,"",NA,"",""
"2034","GF2_A1_day31","40.01 (11/14/09)","B","3.38","GF2","Anna's plate 4","D4","4","N709","S504","stool","A1",NA,"yes",NA,"31","","meropenem","13","3","duringmero","duringmero","C. rodentium","-3","no","",1063232,348638,"32.79039758","",NA,NA,NA,NA,NA,"",NA,"",""
"2035","GF2_A1_day32","40.01 (11/14/09)","B","9.94","GF2","GF2_1","D5","3","N705","S529","stool","A1",NA,"yes",NA,"32","","meropenem","14","4","duringmero","duringmero","C. rodentium","-2","no","",528869,203115,"38.40554088","",NA,NA,NA,NA,NA,"",NA,"",""
"2036","GF2_A2_day29","40.01 (11/14/09)","B","4.62","GF2","GF2_1","C2","3","N712","S526","stool","A2",NA,"yes",NA,"29","","meropenem","11","1","duringmero","duringmero","C. rodentium","-5","no","",2472867,1224102,"49.50132781","",NA,NA,NA,NA,NA,"",NA,"",""
"2037","GF2_A2_day30","40.01 (11/14/09)","B","10.2","GF2","GF2/3 1","G4","5","N711","S616","stool","A2",NA,"yes",NA,"30","","meropenem","12","2","duringmero","duringmero","C. rodentium","-4","no","",1221915,970709,"79.44161419","",NA,NA,NA,NA,NA,"",NA,"",""
"2038","GF2_A2_day31","40.01 (11/14/09)","B","3.8","GF2","GF2_2","C12","6","N711","S536","stool","A2",NA,"yes",NA,"31","","meropenem","13","3","duringmero","duringmero","C. rodentium","-3","no","",731359,418947,"57.28335879","",NA,NA,NA,NA,NA,"",NA,"",""
"2039","GF2_A2_day32","40.01 (11/14/09)","B","17.9","GF2","GF2/3 1","G8","5","N709","S620","stool","A2",NA,"yes",NA,"32","","meropenem","14","4","duringmero","duringmero","C. rodentium","-2","no","",1282524,201146,"15.68360514","",NA,NA,NA,NA,NA,"",NA,"",""
"2040","GF2_A3_day30","40.01 (11/14/09)","B","8.69","GF2","GF2/3 1","G5","5","N816","S617","stool","A3",NA,"yes",NA,"30","","meropenem","12","2","duringmero","duringmero","C. rodentium","-5","no","",1709661,908290,"53.12690645","",NA,NA,NA,NA,NA,"",NA,"",""
"2041","GF2_A3_day32","40.01 (11/14/09)","B","5.73","GF2","GF2/3 1","G9","5","N706","S621","stool","A3",NA,"yes",NA,"32","","meropenem","14","4","duringmero","duringmero","C. rodentium","-3","no","",1216017,401933,"33.05323856","",NA,NA,NA,NA,NA,"",NA,"",""
"2042","GF2_A4_day29","40.01 (11/14/09)","B","5.42","GF2","GF2_1","C3","3","N707","S527","stool","A4",NA,"yes",NA,"29","","meropenem","11","1","duringmero","duringmero","C. rodentium","-5","no","",1646076,1101346,"66.90736029","",NA,NA,NA,NA,NA,"",NA,"",""
"2043","GF2_A4_day30","40.01 (11/14/09)","B","7.51","GF2","GF2/3 1","G6","5","N711","S618","stool","A4",NA,"yes",NA,"30","","meropenem","12","2","duringmero","duringmero","C. rodentium","-4","no","",1345736,593772,"44.12247276","",NA,NA,NA,NA,NA,"",NA,"",""
"2044","GF2_A4_day31","40.01 (11/14/09)","B","2.98","GF2","GF2_2","D1","6","N709","S525","stool","A4",NA,"yes",NA,"31","","meropenem","13","3","duringmero","duringmero","C. rodentium","-3","no","",578536,198444,"34.30106337","",NA,NA,NA,NA,NA,"",NA,"",""
"2045","GF2_A4_day32","40.01 (11/14/09)","B","22","GF2","GF2/3 1","G10","5","N706","S622","stool","A4",NA,"yes",NA,"32","","meropenem","14","4","duringmero","duringmero","C. rodentium","-2","no","",1574332,746644,"47.42608294","",NA,NA,NA,NA,NA,"",NA,"",""
"2046","GF2_A5_day31","40.01 (11/14/09)","B","3.93","GF2","Anna's plate 4","D5","4","N816","S505","stool","A5",NA,"yes",NA,"31","","meropenem","13","3","duringmero","duringmero","C. rodentium","-3","no","",1508699,506405,"33.5656748","",NA,NA,NA,NA,NA,"",NA,"",""
"2047","GF2_A5_day32","40.01 (11/14/09)","B","3.5","GF2","GF2_1","D9","3","N706","S533","stool","A5",NA,"yes",NA,"32","","meropenem","14","4","duringmero","duringmero","C. rodentium","-2","no","",608115,174921,"28.76446067","",NA,NA,NA,NA,NA,"",NA,"",""
"2048","GF2_A6_day29","40.01 (11/14/09)","B","3.15","GF2","GF2_1","C4","3","N816","S528","stool","A6",NA,"yes",NA,"29","","meropenem","11","1","duringmero","duringmero","C. rodentium","-5","no","",2647233,1822139,"68.83183309","",NA,NA,NA,NA,NA,"",NA,"",""
"2049","GF2_A6_day30","40.01 (11/14/09)","B","7.04","GF2","GF2/3 1","G7","5","N701","S519","stool","A6",NA,"yes",NA,"30","","meropenem","12","2","duringmero","duringmero","C. rodentium","-4","no","",1494105,943703,"63.16175905","",NA,NA,NA,NA,NA,"",NA,"",""
"2050","GF2_A6_day31","40.01 (11/14/09)","B","11.5","GF2","Anna's plate 4","D6","4","N711","S506","stool","A6",NA,"yes",NA,"31","","meropenem","13","3","duringmero","duringmero","C. rodentium","-3","no","",1629522,719951,"44.18172937","",NA,NA,NA,NA,NA,"",NA,"",""
"2051","GF2_A6_day32","40.01 (11/14/09)","B","12.2","GF2","GF2_1","D10","3","N701","S534","stool","A6",NA,"yes",NA,"32","","meropenem","14","4","duringmero","duringmero","C. rodentium","-2","no","",675475,135528,"20.06410304","",NA,NA,NA,NA,NA,"",NA,"",""
"2053","GF20_d34_b3","40.01 (11/14/09)","B","8.505","GF20","","D09","3","AM-F0262","AM-R0262","stool","b3","F","yes",NA,"34","","meropenem/probenecid","11","1","duringmero","duringmero",NA,NA,"no","",6458659,3524773,"54.57437837","",NA,NA,NA,NA,NA,"",NA,"",""
"2056","GF20_d89_b6","40.01 (11/14/09)","B","2.244","GF20","","B11","3","N814","","colon","b6","M","yes",NA,"89","","meropenem/probenecid","11","1","duringmero","duringmero",NA,NA,"no","",2777548,108578,"3.909131363","",NA,NA,NA,NA,NA,"",NA,"",""
"2104","GF4_B1_D36","40.01 (11/14/09)","B","9.821","GF4","GF4_DNA","A11","5","N710","S523","stool","B1",NA,"no","14","36","","meropenem/probenecid","11","1","duringmero","duringmero","E. coli","-3","no","",2889737,286363,"9.909656138","",NA,NA,NA,NA,NA,"",NA,"",""
"2108","GF4_B3_d36","40.01 (11/14/09)","B","1.22","GF4","GF4_DNA","B1","5","N712","S613","stool","B3","F","yes",NA,"36","","meropenem/probenecid","11","1","duringmero","duringmero","E. coli","-3","no","",1472140,603157,"40.97144293","",NA,NA,NA,NA,NA,"",NA,"",""
"2109","GF4_B3_d37","40.01 (11/14/09)","B","4.19","GF4","GF4_DNA","B8","5","N713","S620","stool","B3","F","yes",NA,"37","","meropenem/probenecid","12","2","duringmero","duringmero","E. coli","-2","no","",1537908,178775,"11.62455752","",NA,NA,NA,NA,NA,"",NA,"",""
"2110","GF5_A1_D47","40.01 (11/14/09)","B","34.4","GF5","GF5","A12","9","N822","S536","stool","A_1_1","M","yes",NA,"47","","meropenem/probenecid","11","1","duringmero","duringmero",NA,NA,"no","",1268323,927031,"73.09108169","",NA,NA,NA,NA,NA,"",NA,"",""
"2111","GF5_A1_D48","40.01 (11/14/09)","B","2.8","GF5","GF5","B5","9","N823","S529","stool","A_1_1","M","yes",NA,"48","","meropenem/probenecid","12","2","duringmero","duringmero",NA,NA,"no","",2867567,57222,"1.995489556","",NA,NA,NA,NA,NA,"",NA,"",""
"2112","GF5_A1_D80","40.01 (11/14/09)","B","5.405","GF5","GF5","E8","9","N819","S532","stool","A_3_1","F","yes",NA,"80","","meropenem/probenecid","11","1","duringmero","duringmero","E. coli","-3","no","",3288135,207746,"6.318049593","",NA,NA,NA,NA,NA,"",NA,"",""
"2113","GF5_A1_D81","40.01 (11/14/09)","B","2.362","GF5","GF5","F5","9","N717","S529","stool","A_3_1","F","yes",NA,"81","","meropenem/probenecid","12","2","duringmero","duringmero","E. coli","-2","no","",1983338,699602,"35.27396742","",NA,NA,NA,NA,NA,"",NA,"",""
"2114","GF5_A2_D48","40.01 (11/14/09)","B","LOW","GF5","GF5","B6","9","N821","S530","stool","A_1_2","M","yes",NA,"48","","meropenem/probenecid","12","2","duringmero","duringmero",NA,NA,"no","",499110,263901,"52.87431628","",NA,NA,NA,NA,NA,"",NA,"",""
"2120","GF5_A6_D81","40.01 (11/14/09)","B","1.249","GF5","GF5","F7","9","N820","S531","stool","A_3_6",NA,"yes",NA,"81","","meropenem/probenecid","12","2","duringmero","duringmero","E. coli","-2","no","",1434111,120620,"8.410785497","",NA,NA,NA,NA,NA,"",NA,"",""
"2121","GF5_A7_D80","40.01 (11/14/09)","B","0.065","GF5","GF5","E12","9","N823","S536","stool","A_3_7","F","yes",NA,"80","","meropenem/probenecid","11","1","duringmero","duringmero","E. coli","-3","no","",2166896,457311,"21.10442772","",NA,NA,NA,NA,NA,"",NA,"",""
"2122","GF5_A7_D81","40.01 (11/14/09)","B","0.215","GF5","GF5","F8","9","N824","S532","stool","A_3_7","F","yes",NA,"81","","meropenem/probenecid","12","2","duringmero","duringmero","E. coli","-2","no","",1808511,174960,"9.674256889","",NA,NA,NA,NA,NA,"",NA,"",""
"2123","GF6_B1_D89","40.01 (11/14/09)","B","0.317","GF6","GF6","E12","1","N704","S512","stool","B_3_1","M","yes",NA,"89","","meropenem/probenecid","12","2","duringmero","duringmero","E. coli","-2","no","",2533988,371405,"14.65693602","",NA,NA,NA,NA,NA,"",NA,"",""
"2124","GF6_B2_D89","40.01 (11/14/09)","B","0.74","GF6","GF6","F1","1","N706","S501","stool","B_3_2","F","yes",NA,"89","","meropenem/probenecid","12","2","duringmero","duringmero","E. coli","-2","no","",4979008,302738,"6.080287479","",NA,NA,NA,NA,NA,"",NA,"",""
"2125","GF6_B3_D89","40.01 (11/14/09)","B","0.686","GF6","GF6","F2","1","N704","S502","stool","B_3_3","M","yes",NA,"89","","meropenem/probenecid","12","2","duringmero","duringmero","E. coli","-2","no","",2780674,158291,"5.692540729","",NA,NA,NA,NA,NA,"",NA,"",""
"2126","GF6_B4_D89","40.01 (11/14/09)","B","1.03","GF6","GF6","F3","1","N705","S503","stool","B_3_4","M","yes",NA,"89","","meropenem/probenecid","12","2","duringmero","duringmero","E. coli","-2","no","",2156174,735456,"34.10930658","",NA,NA,NA,NA,NA,"",NA,"",""
"2152","Gn3_B14_Cwash","","B","","gnoto3","","","","","","colon","B14","M","no","11","","","meropenem/probenecid","11","1","duringmero","duringmero",NA,NA,"no","",884184,108250,"12.24292681","",NA,NA,NA,NA,NA,"",NA,"",""
"2153","Gn3_B15_Cwash","","B","","gnoto3","","","","","","colon","B15","F","no","11","","","meropenem/probenecid","11","1","duringmero","duringmero",NA,NA,"no","",514893,71568,"13.8995869","",NA,NA,NA,NA,NA,"",NA,"",""
"2154","Gn3_B16_Cwash","","B","","gnoto3","","","","","","colon","B16","M","no","11","","","meropenem/probenecid","11","1","duringmero","duringmero",NA,NA,"no","",11842736,82593,"0.697414854","",NA,NA,NA,NA,NA,"",NA,"",""
"2179","GF2_B1_day29","40.01 (11/14/09)","B","33.4","GF2","GF2/3 1","G3","5","N816","S615","stool","B1",NA,"yes",NA,"29","","PBS","12","2","duringPBS","duringPBS","C. rodentium","-4","no","",2611495,1665836,"63.78859619","",NA,NA,NA,NA,NA,"",NA,"",""
"2180","GF2_B2_day28","40.01 (11/14/09)","B","7.48","GF2","GF2_1","B9","3","N816","S533","stool","B2",NA,"yes",NA,"28","","PBS","11","1","duringPBS","duringPBS","C. rodentium","-5","no","",643736,243046,"37.75553954","",NA,NA,NA,NA,NA,"",NA,"",""
"2181","GF2_B2_day29","40.01 (11/14/09)","B","7.47","GF2","GF2_1","C7","3","N711","S531","stool","B2",NA,"yes",NA,"29","","PBS","12","2","duringPBS","duringPBS","C. rodentium","-4","no","",778915,408371,"52.42818536","",NA,NA,NA,NA,NA,"",NA,"",""
"2182","GF2_B2_day30","40.01 (11/14/09)","B","7.05","GF2","GF2_1","C10","3","N705","S534","stool","B2",NA,"yes",NA,"30","","PBS","13","3","duringPBS","duringPBS","C. rodentium","-3","no","",1216173,1002749,"82.45118088","",NA,NA,NA,NA,NA,"",NA,"",""
"2183","GF2_B2_day31","40.01 (11/14/09)","B","25.6","GF2","GF2_2","C2","6","N701","S526","stool","B2",NA,"yes",NA,"31","","PBS","14","4","duringPBS","duringPBS","C. rodentium","-2","no","",879730,520913,"59.21282666","",NA,NA,NA,NA,NA,"",NA,"",""
"2184","GF2_B3_day28","40.01 (11/14/09)","B","23.9","GF2","GF2_1","B10","3","N705","S534","stool","B3",NA,"yes",NA,"28","","PBS","11","1","duringPBS","duringPBS","C. rodentium","-5","no","",1825561,502502,"27.52589478","",NA,NA,NA,NA,NA,"",NA,"",""
"2185","GF2_B3_day31","40.01 (11/14/09)","B","13.6","GF2","GF2_2","C3","6","N702","S527","stool","B3",NA,"yes",NA,"31","","PBS","14","4","duringPBS","duringPBS","C. rodentium","-2","no","",915314,749572,"81.89233422","",NA,NA,NA,NA,NA,"",NA,"",""
"2186","GF2_B4_day28","40.01 (11/14/09)","B","9","GF2","GF2/3 1","G2","5","N816","S514","stool","B4",NA,"no","26","28","","PBS","11","1","duringPBS","duringPBS","C. rodentium","-5","no","",1164049,774040,"66.49548258","",NA,NA,NA,NA,NA,"",NA,"",""
"2187","GF2_B4_day29","40.01 (11/14/09)","B","14.1","GF2","GF2_1","C8","3","N705","S532","stool","B4",NA,"no","26","29","","PBS","12","2","duringPBS","duringPBS","C. rodentium","-4","no","",1877210,833898,"44.42220103","",NA,NA,NA,NA,NA,"",NA,"",""
"2188","GF2_B5_day28","40.01 (11/14/09)","B","27.5","GF2","GF2_1","B12","3","N816","S536","stool","B5",NA,"yes",NA,"28","","PBS","11","1","duringPBS","duringPBS","C. rodentium","-5","no","",1593694,613415,"38.49013675","",NA,NA,NA,NA,NA,"",NA,"",""
"2189","GF2_B5_day29","40.01 (11/14/09)","B","33.2","GF2","GF2_1","C9","3","N708","S533","stool","B5",NA,"yes",NA,"29","","PBS","12","2","duringPBS","duringPBS","C. rodentium","-4","no","",1553262,789108,"50.80327723","",NA,NA,NA,NA,NA,"",NA,"",""
"2190","GF2_B5_day30","40.01 (11/14/09)","B","16.8","GF2","GF2_1","C11","3","N708","S535","stool","B5",NA,"yes",NA,"30","","PBS","13","3","duringPBS","duringPBS","C. rodentium","-3","no","",930433,754677,"81.11030026","",NA,NA,NA,NA,NA,"",NA,"",""
"2191","GF2_B5_day31","40.01 (11/14/09)","B","22.8","GF2","GF2_2","C4","6","N711","S528","stool","B5",NA,"yes",NA,"31","","PBS","14","4","duringPBS","duringPBS","C. rodentium","-2","no","",1485749,1150464,"77.43326766","",NA,NA,NA,NA,NA,"",NA,"",""
"2204","GF6_A1_D53","40.01 (11/14/09)","B","0.729","GF6","GF6","A12","1","N701","S512","stool","A_1_1","M","yes",NA,"53","","PBS","12","2","duringPBS","duringPBS",NA,NA,"no","",2663890,716242,"26.88707116","",NA,NA,NA,NA,NA,"",NA,"",""
"2205","GF6_A3_D52","40.01 (11/14/09)","B","1.519","GF6","GF6","A10","1","N701","S610","stool","A_1_3","M","yes",NA,"52","","PBS","11","1","duringPBS","duringPBS",NA,NA,"no","",4860090,807441,"16.61370468","",NA,NA,NA,NA,NA,"",NA,"",""
"2206","GF6_A3_D53","40.01 (11/14/09)","B","3.163","GF6","GF6","B1","1","N702","S501","stool","A_1_3","M","yes",NA,"53","","PBS","12","2","duringPBS","duringPBS",NA,NA,"no","",1756464,445598,"25.36903688","",NA,NA,NA,NA,NA,"",NA,"",""
"2207","GF6_A4_D53","40.01 (11/14/09)","B","4.404","GF6","GF6","B2","1","N706","S502","stool","A_1_4","M","yes",NA,"53","","PBS","12","2","duringPBS","duringPBS",NA,NA,"no","",2475454,836032,"33.7728756","",NA,NA,NA,NA,NA,"",NA,"",""
"2208","GF6_B1_D64","40.01 (11/14/09)","B","3.953","GF6","GF6","C7","1","N708","S507","stool","B_2_1","F","yes",NA,"64","","PBS","13","1","duringPBS","duringPBS",NA,NA,"no","",5365722,599145,"11.16615807","",NA,NA,NA,NA,NA,"",NA,"",""
"2209","GF6_B10_D64","40.01 (11/14/09)","B","1.741","GF6","GF6","C10","1","N705","S610","stool","B_2_10","F","yes",NA,"64","","PBS","13","1","duringPBS","duringPBS",NA,NA,"no","",2111866,608144,"28.79652402","",NA,NA,NA,NA,NA,"",NA,"",""
"2210","GF6_B4_D64","40.01 (11/14/09)","B","2.387","GF6","GF6","C8","1","N707","S508","stool","B_2_4","F","yes",NA,"64","","PBS","13","1","duringPBS","duringPBS",NA,NA,"no","",2412690,682023,"28.26815712","",NA,NA,NA,NA,NA,"",NA,"",""
"2225","GF11_C2_d72","40.01 (11/14/09)","B","7.89","GF11","1","H8","5","AM-F0496","AM-R0501","stool","C_2_2","F","yes",NA,"72","","probenecid","11","1","duringpro","duringpro",NA,NA,"no","",1144727,179293,"15.66251167","",NA,NA,NA,NA,NA,"",NA,"",""
"2226","GF11_C5_d72","40.01 (11/14/09)","B","5.79","GF11","1","H9","5","AM-F0499","AM-R0502","stool","C_2_5","F","yes",NA,"72","","probenecid","11","1","duringpro","duringpro",NA,NA,"no","",1531572,388551,"25.36942436","",NA,NA,NA,NA,NA,"",NA,"",""
"2227","GF11_C6_d72","40.01 (11/14/09)","B","3.55","GF11","1","H10","5","AM-F0735","AM-R0503","stool","C_2_6","M","yes",NA,"72","","probenecid","11","1","duringpro","duringpro",NA,NA,"no","",1264923,549460,"43.43821719","",NA,NA,NA,NA,NA,"",NA,"",""
"2228","GF11_C7_d72_colon","40.01 (11/14/09)","B","3.39","GF11","2","A1","6","AM-F0736","AM-R0506","colon","C_2_7","M","no","11.33","72","","probenecid","11","1","duringpro","duringpro",NA,NA,"no","",934227,140535,"15.04291783","",NA,NA,NA,NA,NA,"",NA,"",""
"2248","GF4_C1_d36","40.01 (11/14/09)","B","3.044","GF4","GF4_DNA","B2","5","N713","S514","stool","C1","M","yes",NA,"36","","probenecid","11","1","duringpro","duringpro","E. coli","-3","no","",1108778,641862,"57.88913561","",NA,NA,NA,NA,NA,"",NA,"",""
"2249","GF4_C1_D37","40.01 (11/14/09)","B","2.804","GF4","GF4_DNA","B10","5","N713","S622","stool","C1","M","yes",NA,"37","","probenecid","12","2","duringpro","duringpro","E. coli","-2","no","",2699028,183965,"6.815972269","",NA,NA,NA,NA,NA,"",NA,"",""
"2250","GF4_C2_D36","40.01 (11/14/09)","B","1.461","GF4","GF4_DNA","B3","5","N712","S615","stool","C2","F","yes",NA,"36","","probenecid","11","1","duringpro","duringpro","E. coli","-3","no","",526762,322730,"61.26675804","",NA,NA,NA,NA,NA,"",NA,"",""
"2251","GF4_C2_d37","40.01 (11/14/09)","B","2.137","GF4","GF4_DNA","B11","5","N713","S523","stool","C2","F","yes",NA,"37","","probenecid","12","2","duringpro","duringpro","E. coli","-2","no","",2134922,1855880,"86.92963958","",NA,NA,NA,NA,NA,"",NA,"",""
"2252","GF4_C3_d36","40.01 (11/14/09)","B","26.46","GF4","GF4_DNA","B4","5","N712","S616","stool","C3","M","yes",NA,"36","","probenecid","11","1","duringpro","duringpro","E. coli","-3","no","",1059584,816005,"77.01182728","",NA,NA,NA,NA,NA,"",NA,"",""
"2253","GF4_C4_d36","40.01 (11/14/09)","B","7.539","GF4","GF4_DNA","B5","5","N713","S617","stool","C4",NA,"no","15","36","","probenecid","11","1","duringpro","duringpro","E. coli","-3","no","",1068815,467809,"43.76894037","",NA,NA,NA,NA,NA,"",NA,"",""
"2254","GF4_C4_d37","40.01 (11/14/09)","B","0.378","GF4","GF4_DNA","C1","5","N814","S613","stool","C4",NA,"no","15","37","","probenecid","12","2","duringpro","duringpro","E. coli","-2","no","",1116297,521046,"46.67628776","",NA,NA,NA,NA,NA,"",NA,"",""
"2255","GF5_B1_D80","40.01 (11/14/09)","B","14.567","GF5","GF5","F1","9","N822","S525","stool","B_3_1","M","yes",NA,"80","","probenecid","11","1","duringpro","duringpro","E. coli","-3","no","",620990,962596,"155.0099035","",NA,NA,NA,NA,NA,"",NA,"",""
"2257","GF5_B3_D81","40.01 (11/14/09)","B","3.312","GF5","GF5","H12","9","N822","S536","stool","B_3_3","M","yes",NA,"81","","probenecid","12","2","duringpro","duringpro","E. coli","-2","no","",1032729,909804,"88.09707096","",NA,NA,NA,NA,NA,"",NA,"",""
"2259","GF5_B7_D80","40.01 (11/14/09)","B","9.35","GF5","GF5","F4","9","N820","S528","stool","B_3_7","F","yes",NA,"80","","probenecid","11","1","duringpro","duringpro","E. coli","-3","no","",1198327,426085,"35.55665524","",NA,NA,NA,NA,NA,"",NA,"",""
"2260","GF5_C1_D47","40.01 (11/14/09)","B","12.079","GF5","GF5","B2","9","N824","S526","stool","C_1_1","M","yes",NA,"47","","probenecid","11","1","duringpro","duringpro",NA,NA,"no","",1078309,721646,"66.92385949","",NA,NA,NA,NA,NA,"",NA,"",""
"2261","GF5_C1_D48","40.01 (11/14/09)","B","7.36","GF5","GF5","B8","9","N717","S532","stool","C_1_1","M","yes",NA,"48","","probenecid","12","2","duringpro","duringpro",NA,NA,"no","",2151774,790149,"36.72081733","",NA,NA,NA,NA,NA,"",NA,"",""
"2262","GF5_C4_D47","40.01 (11/14/09)","B","3.695","GF5","GF5","B3","9","N819","S527","stool","C_1_4","F","yes",NA,"47","","probenecid","11","1","duringpro","duringpro",NA,NA,"no","",752158,94826,"12.60719157","",NA,NA,NA,NA,NA,"",NA,"",""
"2263","GF5_C5_D47","40.01 (11/14/09)","B","4.094","GF5","GF5","B4","9","N707","S528","stool","C_1_5","F","yes",NA,"47","","probenecid","11","1","duringpro","duringpro",NA,NA,"no","",1521519,96721,"6.356870995","",NA,NA,NA,NA,NA,"",NA,"",""
"2264","GF6_A1_COLON_D88","40.01 (11/14/09)","B","1.77","GF6","GF6","G7","1","N702","S507","colon","A_3_1",NA,"no","11.33","88","","probenecid","11","1","duringpro","duringpro",NA,NA,"no","",5196534,156704,"3.015548441","",NA,NA,NA,NA,NA,"",NA,"",""
"2267","GF6_A3_COLON_D88","40.01 (11/14/09)","B","39.2","GF6","GF6","G6","1","N701","S506","colon","A_3_3",NA,"no","11","88","","probenecid","11","1","duringpro","duringpro",NA,NA,"no","",4993212,65036,"1.302488258","",NA,NA,NA,NA,NA,"",NA,"",""
"2268","GF6_A6_D53","40.01 (11/14/09)","B","2.038","GF6","GF6","B3","1","N701","S503","stool","A_1_6","F","yes",NA,"53","","probenecid","12","2","duringpro","duringpro",NA,NA,"no","",2362538,167481,"7.089028833","",NA,NA,NA,NA,NA,"",NA,"",""
"2269","GF6_A6_D88","40.01 (11/14/09)","B","24.399","GF6","GF6","E10","1","N701","S610","stool","A_3_6","F","yes",NA,"88","","probenecid","11","1","duringpro","duringpro","E. coli","-3","no","",1770708,68833,"3.88731513","",NA,NA,NA,NA,NA,"",NA,"",""
"2270","GF6_A8_D52","40.01 (11/14/09)","B","6.222","GF6","GF6","A11","1","N708","S611","stool","A_1_8","F","yes",NA,"52","","probenecid","11","1","duringpro","duringpro",NA,NA,"no","",4287040,263049,"6.135911958","",NA,NA,NA,NA,NA,"",NA,"",""
"2271","GF6_A8_D53","40.01 (11/14/09)","B","1.109","GF6","GF6","B4","1","N701","S504","stool","A_1_8","F","yes",NA,"53","","probenecid","12","2","duringpro","duringpro",NA,NA,"no","",6020786,858990,"14.2670741","",NA,NA,NA,NA,NA,"",NA,"",""
"2272","GF6_A8_D89","40.01 (11/14/09)","B","8.676","GF6","GF6","E11","1","N702","S611","stool","A_3_8","M","yes",NA,"89","","probenecid","12","2","duringpro","duringpro","E. coli","-2","no","",2434116,1015419,"41.71613021","",NA,NA,NA,NA,NA,"",NA,"",""
"2273","GF6_B6_D64","40.01 (11/14/09)","B","0.854","GF6","GF6","C9","1","N708","S509","stool","B_2_6","M","yes",NA,"64","","probenecid","13","1","duringpro","duringpro",NA,NA,"no","",10289860,2156205,"20.95465828","",NA,NA,NA,NA,NA,"",NA,"",""
"2323","GF20_d140_c8","40.01 (11/14/09)","B","7.911","GF20","","G06","3","AM-F0295","AM-R0295","colon","c8","M","no","11","140","","vancomycin/probenecid","13","3","duringvanc","duringvanc",NA,NA,"no","",238872,102430,"42.88070598","",NA,NA,NA,NA,NA,"",NA,"",""
"2324","GF20_d34_a2","40.01 (11/14/09)","B","1.615","GF20","","D11","3","AM-F0264","AM-R0264","stool","a2","M","yes",NA,"34","","vancomycin/probenecid","11","1","duringvanc","duringvanc",NA,NA,"no","",1814806,1330390,"73.30756015","",NA,NA,NA,NA,NA,"",NA,"",""
"2325","GF20_d34_a4","40.01 (11/14/09)","B","16.866","GF20","","D10","3","AM-F0263","AM-R0263","stool","a4","M","yes",NA,"34","","vancomycin/probenecid","11","1","duringvanc","duringvanc",NA,NA,"no","",1494324,1167863,"78.15326529","",NA,NA,NA,NA,NA,"",NA,"",""
"2326","GF20_d35_a2","40.01 (11/14/09)","B","9.202","GF20","","D08","3","AM-F0261","AM-R0261","stool","a2","M","yes",NA,"35","","vancomycin/probenecid","12","2","duringvanc","duringvanc",NA,NA,"no","",5159544,802415,"15.55205266","",NA,NA,NA,NA,NA,"",NA,"",""
"2327","GF20_d35_a3","40.01 (11/14/09)","B","17.22","GF20","","D07","3","AM-F0260","AM-R0260","stool","a3","M","yes",NA,"35","","vancomycin/probenecid","12","2","duringvanc","duringvanc",NA,NA,"no","",4537739,3196320,"70.4386039","",4537739,3196320,70.44,NA,NA,"",NA,"",""
"2328","GF20_d89_b2","40.01 (11/14/09)","B","1.599","GF20","","B07","3","AM-F0236","AM-R0236","colon","b2","M","yes",NA,"89","","vancomycin/probenecid","11","1","duringvanc","duringvanc",NA,NA,"no","",217935,171207,"78.55874458","",NA,NA,NA,NA,NA,"",NA,"",""
"2888","GF11_B1_d105_colon","40.01 (11/14/09)","B","6.06","GF11","2","B3","6","N707","AM-R0520","colon","B_3_1","M","yes",NA,"105","","none","21",NA,"none","none",NA,NA,"no","",83838,789350,"941.518166","4.4",NA,NA,NA,NA,NA,"A12",1,"AM-F0037","AM-R0037"
"2889","GF11_B2_d105_colon","40.01 (11/14/09)","B","LOW","GF11","2","B4","6","N708","AM-R0521","colon","B_3_2","M","yes",NA,"105","","none","21",NA,"none","none",NA,NA,"no","",612033,181738,"29.69415048","",NA,NA,NA,NA,NA,"",NA,"",""
