Sample,Patient_ID,Microbiota,DNA_concentration,Experiment,Plate,Well_nextera,Adapter_plate,AdapterN,AdapterS,Tissue,Mouse,Sex,Survived,DEAD_DOL,Collection,Date of Extraction,Antibiotic,DOL,Antibiotic_day,Abx_relative,Abx_relativeinfxn,Infection,DPI,Adult,Notes,Total_Preprocessed_Reads,Total_Postprocessed_Reads,retainedreads,Resequence_DNA_concentration,Reseq_total_preprocessed_reads,Reseq_total_postprocessed_reads,Reseq_retainedreads,original_preprocessed_reads,original_postprocessed_reads,Resequence_Nextera,Resequence_nextera_plate,AdapterN2,AdapterS3
GF23_d56_c3,37.02 + 40.01,AB,1.212,GF23,,E08,2,AM-F0177,AM-R0177,stool,c3,F,no,12,56,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,16380168,11630418,71.00304466,,,,,,,,,,
GF23_d56_c6,37.02 + 40.01,AB,0.367,GF23,,E09,2,AM-F0178,AM-R0178,stool,c6,M,yes,NA,56,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,1777542,1049627,59.04935017,,,,,,,,,,
GF23_d57_c4,37.02 + 40.01,AB,0.065,GF23,,E12,2,AM-F0181,AM-R0181,stool,c4,F,yes,NA,58,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,4642016,3666423,78.98342013,,4642016,3666423,78.98,,,,,,
GF23_d80_c3,37.02 + 40.01,AB,0.091,GF23,,F11,2,AM-F0192,AM-R0192,stool,c3,F,yes,NA,81,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,Actually d81,2234590,189135,8.463968782,,,,,,,,,,
GF23_d80_c5,37.02 + 40.01,AB,1.8,GF23,,F12,2,AM-F0193,AM-R0193,stool,c5,M,yes,NA,81,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,Actually d81,4400,136,3.090909091,,,,,,,,,,
GF23_d80_c7,37.02 + 40.01,AB,0.11,GF23,,G01,2,AM-F0194,AM-R0194,stool,c7,F,yes,NA,81,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,Actually d81,255517,173776,68.00956492,,,,,,,,,,
GF24_B4_d73_stool,,A,3.13,GF24,,A03,UDI Plate 05,AM-F0412,AM-R0412,stool,A4,F,yes,NA,,4/7/23,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2435436,860883,35.3482087,,,,,,,,,,
GF24_C4_36_stool,,A,1.437728,GF24,,A12,UDI Plate 06,AM-F0517,AM-R0517,stool,C4,F,yes,,,N/A,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,7,5,71.42857143,,,,,,,,,,
GF24_C5_36_stool,,A,2.643136,GF24,,B01,UDI Plate 06,AM-F0518,AM-R0518,stool,C5,F,yes,,,N/A,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2018039,1022171,50.65169702,,,,,,,,,,
GF24_C6_36_stool,,A,2.962324,GF24,,B02,UDI Plate 06,AM-F0519,AM-R0519,stool,C6,F,yes,,,N/A,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,1914833,928857,48.50851223,,,,,,,,,,
GF24_C6_d85_stool,,A,11.98,GF24,,B02,UDI Plate 05,AM-F0423,AM-R0423,stool,C6,F,yes,NA,,4/7/23,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2524372,19122,0.75749533,,,,,,,,,,
GF24_C7_d85_stool,,A,6.54,GF24,,B03,UDI Plate 05,AM-F0424,AM-R0424,stool,C7,F,yes,NA,,4/7/23,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2790450,1561062,55.94301994,,,,,,,,,,
GF24_C8_d85_stool,,A,2.28,GF24,,B04,UDI Plate 05,AM-F0425,AM-R0425,stool,C8,M,yes,NA,,4/7/23,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2657794,1381601,51.98299793,,,,,,,,,,
GF24_C9_d85_stool,,A,4.39,GF24,,B05,UDI Plate 05,AM-F0426,AM-R0426,stool,C9,M,yes,NA,,4/7/23,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2604252,1431866,54.98185275,,,,,,,,,,
GF3_C1_day30,40.01 (11/14/09),B,2.19,GF3,GF2/3 1,A6,5,N711,S506,stool,C1,NA,no,18,30,,meropenem,10,0,beforemero,beforemero,E. coli,-8,no,,204116,48125,23.57727959,,,,,,,,,,
GF3_C3_day30,40.01 (11/14/09),B,11.2,GF3,GF2/3 1,A8,5,N712,S508,stool,C3,NA,yes,NA,30,,meropenem,10,0,beforemero,beforemero,E. coli,-8,no,,1170145,110507,9.443872341,,,,,,,,,,
GF3_C5_day30,40.01 (11/14/09),B,5.8,GF3,GF2/3 1,A10,5,N709,S610,stool,C5,NA,yes,NA,30,,meropenem,10,0,beforemero,beforemero,E. coli,-8,no,,949610,508600,53.55882941,,,,,,,,,,
GF3_C8_day30,40.01 (11/14/09),B,18.4,GF3,GF2/3 1,A12,5,N713,S512,stool,C8,NA,yes,NA,30,,meropenem,10,0,beforemero,beforemero,E. coli,-8,no,,1006199,55400,5.505869117,,,,,,,,,,
GF3_C9_day30,40.01 (11/14/09),B,15.7,GF3,GF2/3 1,B1,5,N712,S501,stool,C9,NA,yes,NA,30,,meropenem,10,0,beforemero,beforemero,E. coli,-8,no,,904543,565958,62.56839089,,,,,,,,,,
GF4_B1_D35,40.01 (11/14/09),B,1.378,GF4,GF4_DNA,A3,5,N709,S615,stool,B1,NA,no,14,35,,meropenem/probenecid,10,0,beforemero,beforemero,E. coli,-4,no,,909452,132424,14.56085643,,,,,,,,,,
GF4_B2_d35,40.01 (11/14/09),B,1.355,GF4,GF4_DNA,A4,5,N711,S616,stool,B2,NA,no,14,35,,meropenem/probenecid,10,0,beforemero,beforemero,E. coli,-4,no,,1348560,398812,29.57317435,,,,,,,,,,
GF4_B3_d35,40.01 (11/14/09),B,1.251,GF4,GF4_DNA,A5,5,N712,S617,stool,B3,F,yes,NA,35,,meropenem/probenecid,10,0,beforemero,beforemero,E. coli,-4,no,,1559596,409584,26.26218585,,,,,,,,,,
GF4_B4_d35,40.01 (11/14/09),B,2.269,GF4,GF4_DNA,A6,5,N815,S618,stool,B4,NA,no,15,35,,meropenem/probenecid,10,0,beforemero,beforemero,E. coli,-4,no,,943711,283851,30.07817012,,,,,,,,,,
GF4_B5_d35,40.01 (11/14/09),B,1.03,GF4,GF4_DNA,A7,5,N710,S519,stool,B5,NA,no,12,35,,meropenem/probenecid,10,0,beforemero,beforemero,E. coli,-4,no,,1281848,569824,44.45332052,,,,,,,,,,
GF5_A1_D46,40.01 (11/14/09),B,5.662,GF5,GF5,A1,9,N822,S525,stool,A_1_1,M,yes,NA,46,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,3526647,933281,26.463692,,,,,,,,,,
GF5_A1_D79,40.01 (11/14/09),B,1.73,GF5,GF5,D8,9,N822,S532,stool,A_3_1,F,yes,NA,79,,meropenem/probenecid,10,0,beforemero,beforemero,E. coli,-4,no,,457954,185905,40.59468855,,,,,,,,,,
GF5_A2_D46,40.01 (11/14/09),B,1.753,GF5,GF5,A2,9,N717,S526,stool,A_1_2,M,yes,NA,46,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,4200112,2244627,53.44207488,,,,,,,,,,
GF5_A2_D79,40.01 (11/14/09),B,0.395,GF5,GF5,D9,9,N820,S533,stool,A_3_2,NA,yes,NA,79,,meropenem/probenecid,10,0,beforemero,beforemero,E. coli,-4,no,,2817645,91630,3.252006552,,,,,,,,,,
GF5_A3_D46,40.01 (11/14/09),B,0.683,GF5,GF5,A3,9,N820,S527,stool,A_1_3,M,yes,NA,46,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,3053899,1722899,56.41637133,,,,,,,,,,
GF5_A4_D46,40.01 (11/14/09),B,5.438,GF5,GF5,A4,9,N820,S528,stool,A_1_4,M,yes,NA,46,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,3163415,1787074,56.49192408,,,,,,,,,,
GF5_A4_D79,40.01 (11/14/09),B,2.19,GF5,GF5,D10,9,N820,S534,stool,A_3_4,NA,yes,NA,79,,meropenem/probenecid,10,0,beforemero,beforemero,E. coli,-4,no,,412526,3222,0.78104168,,,,,,,,,,
GF5_A5_D46,40.01 (11/14/09),B,0.578,GF5,GF5,A5,9,N822,S529,stool,A_1_5,NA,no,12,46,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,6429732,4920799,76.53194565,,,,,,,,,,
GF5_A5_D79,40.01 (11/14/09),B,0.706,GF5,GF5,D11,9,N820,S535,stool,A_3_5,NA,yes,NA,79,,meropenem/probenecid,10,0,beforemero,beforemero,E. coli,-4,no,,307075,11168,3.636896524,,,,,,,,,,
GF5_A7_D46,40.01 (11/14/09),B,2.52,GF5,GF5,A6,9,N823,S530,stool,A_1_7,F,yes,NA,46,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2561160,592427,23.13119836,,,,,,,,,,
GF5_A7_D79,40.01 (11/14/09),B,6.477,GF5,GF5,D12,9,N823,S536,stool,A_3_7,F,yes,NA,79,,meropenem/probenecid,10,0,beforemero,beforemero,E. coli,-4,no,,2090072,1045472,50.02086053,,,,,,,,,,
GF5_A8_D79,40.01 (11/14/09),B,1.37,GF5,GF5,E1,9,N818,S525,stool,A_3_8,F,yes,NA,79,,meropenem/probenecid,10,0,beforemero,beforemero,E. coli,-4,no,,4340455,1149496,26.48330647,,,,,,,,,,
GF6_B1_D87,40.01 (11/14/09),B,11.633,GF6,GF6,E2,1,N703,S502,stool,B_3_1,M,yes,NA,87,,meropenem/probenecid,10,0,beforemero,beforemero,E. coli,-4,no,,2539640,20365,0.801885307,,,,,,,,,,
GF6_B2_D87,40.01 (11/14/09),B,6.694,GF6,GF6,E3,1,N705,S503,stool,B_3_2,F,yes,NA,87,,meropenem/probenecid,10,0,beforemero,beforemero,E. coli,-4,no,,2461884,231707,9.411775697,,,,,,,,,,
GF6_B3_D87,40.01 (11/14/09),B,7.712,GF6,GF6,E4,1,N703,S504,stool,B_3_3,M,yes,NA,87,,meropenem/probenecid,10,0,beforemero,beforemero,E. coli,-4,no,,2501046,587059,23.47253909,,,,,,,,,,
GF6_B4_D87,40.01 (11/14/09),B,9.365,GF6,GF6,E5,1,N704,S505,stool,B_3_4,M,yes,NA,87,,meropenem/probenecid,10,0,beforemero,beforemero,E. coli,-4,no,,2115706,484597,22.90474196,,,,,,,,,,
GF6_B5_D87,40.01 (11/14/09),B,18.408,GF6,GF6,E6,1,N703,S506,stool,B_3_5,F,yes,NA,87,,meropenem/probenecid,10,0,beforemero,beforemero,E. coli,-4,no,,2366538,2693,0.113794919,,,,,,,,,,
GF6_B6_D87,40.01 (11/14/09),B,5.703,GF6,GF6,E7,1,N703,S507,stool,B_3_6,M,yes,NA,87,,meropenem/probenecid,10,0,beforemero,beforemero,E. coli,-4,no,,2610316,72469,2.776253909,,,,,,,,,,
GF6_B7_D87,40.01 (11/14/09),B,8.321,GF6,GF6,E8,1,N703,S508,stool,B_3_7,F,yes,NA,87,,meropenem/probenecid,10,0,beforemero,beforemero,E. coli,-4,no,,2486270,635631,25.56564653,,,,,,,,,,
GF7_C1_D30,37.02 (11/5/2009),A,0.563,GF7,GF7,A8,2,N701,S620,stool,C1,F,yes,NA,30,,meropenem/probenecid,10,0,beforemero,beforemero,E. coli,-4,no,,3058546,821480,26.85851382,,,,,,,,,,
GF7_C2_D30,37.02 (11/5/2009),A,3.368,GF7,GF7,A9,2,N701,S621,stool,C2,M,yes,NA,30,,meropenem/probenecid,10,0,beforemero,beforemero,E. coli,-4,no,,2102216,660229,31.40633503,,,,,,,,,,
GF7_C3_D30,37.02 (11/5/2009),A,1.463,GF7,GF7,A10,2,N701,S622,stool,C3,F,yes,NA,30,,meropenem/probenecid,10,0,beforemero,beforemero,E. coli,-4,no,,2275874,506960,22.27539837,,,,,,,,,,
GF8_C2_D30,37.02 (11/5/2009),A,2.8,GF8,GF6-11pl1,C1,2,N703,S613,stool,C2,M,yes,NA,30,,meropenem/probenecid,11,0,beforemero,beforemero,E. coli,-4,no,Contaminated,690346,133606,19.35348362,,,,,,,,,,
GF8_C3_D30,37.02 (11/5/2009),A,1.8,GF8,GF6-11pl1,C2,2,N703,S514,stool,C3,NA,no,11.33,30,,meropenem/probenecid,11,0,beforemero,beforemero,E. coli,-4,no,Contaminated,1018428,498247,48.9231443,,,,,,,,,,
GF8_C4_D30,37.02 (11/5/2009),A,2.6,GF8,GF6-11pl1,C3,2,N703,S615,stool,C4,F,yes,NA,30,,meropenem/probenecid,11,0,beforemero,beforemero,E. coli,-4,no,Contaminated,695727,427836,61.49481046,,,,,,,,,,
GF8_C5_D30,37.02 (11/5/2009),A,2.5,GF8,GF6-11pl1,C4,2,N703,S616,stool,C5,F,yes,NA,30,,meropenem/probenecid,11,0,beforemero,beforemero,E. coli,-4,no,Contaminated,955401,316187,33.09469008,,,,,,,,,,
GF8_C6_D30,37.02 (11/5/2009),A,1.3,GF8,GF6-11pl1,C5,2,N703,S617,stool,C6,M,yes,NA,30,,meropenem/probenecid,11,0,beforemero,beforemero,E. coli,-4,no,Contaminated,1049329,505967,48.21814703,,,,,,,,,,
GF8_C7_D30,37.02 (11/5/2009),A,3.2,GF8,GF6-11pl1,C6,2,N703,S618,stool,C7,F,yes,NA,30,,meropenem/probenecid,11,0,beforemero,beforemero,E. coli,-4,no,Contaminated,1302448,340681,26.15697517,,,,,,,,,,
GF9_C1_D16,37.02 (11/5/2009),A,8,GF9,GF6-11pl1,G8,2,N707,S620,stool,C1,M,yes,NA,16,,meropenem/probenecid,11,0,beforemero,beforemero,E. coli,-4,no,Contaminated,1487291,743547,49.99337722,,,,,,,,,,
GF9_C2_D16,37.02 (11/5/2009),A,0.8,GF9,GF6-11pl1,G9,2,N707,S621,stool,C2,M,yes,NA,16,,meropenem/probenecid,11,0,beforemero,beforemero,E. coli,-4,no,Contaminated,1904404,1199349,62.977656,,,,,,,,,,
GF9_C3_D16,37.02 (11/5/2009),A,1.8,GF9,GF6-11pl1,G10,2,N707,S622,stool,C3,NA,no,20,16,,meropenem/probenecid,11,0,beforemero,beforemero,E. coli,-4,no,Contaminated,1735489,1092435,62.94681211,,,,,,,,,,
GF9_C4_D16,37.02 (11/5/2009),A,1.3,GF9,GF6-11pl1,G11,2,N707,S523,stool,C4,F,yes,NA,16,,meropenem/probenecid,11,0,beforemero,beforemero,E. coli,-4,no,Contaminated,1098399,677701,61.69898188,,,,,,,,,,
GF9_C6_D16,37.02 (11/5/2009),A,2.5,GF9,GF6-11pl1,G12,2,N707,S524,stool,C6,M,yes,NA,16,,meropenem/probenecid,11,0,beforemero,beforemero,E. coli,-4,no,Contaminated,788586,265582,33.6782545,,,,,,,,,,
GF9_C7_D16,37.02 (11/5/2009),A,3.4,GF9,GF6-11pl1,H1,2,N708,S613,stool,C7,M,yes,NA,16,,meropenem/probenecid,11,0,beforemero,beforemero,E. coli,-5,no,Contaminated,728159,271673,37.30957112,,,,,,,,,,
gnoto1_AM1_d10,37.02 (11/5/2009),A,13,gnoto1,3,C7,7,AM-F0632,AM-R0632,stool,AM1,M,yes,NA,10,,meropenem,10,0,beforemero,beforemero,E. coli,-3,no,,1665036,1338373,80.38102479,,,,,,,,,,
gnoto1_AM2_d10,37.02 (11/5/2009),A,37.3,gnoto1,3,C8,7,AM-F0633,AM-R0633,stool,AM2,F,yes,NA,10,,meropenem,10,0,beforemero,beforemero,E. coli,-3,no,,2016718,1373996,68.13029883,,,,,,,,,,
gnoto1_AM3_d10,37.02 (11/5/2009),A,63.8,gnoto1,3,C9,7,AM-F0634,AM-R0634,stool,AM3,M,yes,NA,10,,meropenem,10,0,beforemero,beforemero,E. coli,-3,no,,1867653,1507416,80.71178104,,,,,,,,,,
gnoto1_AM4_d10,37.02 (11/5/2009),A,46.2,gnoto1,3,C10,7,AM-F0635,AM-R0635,stool,AM4,M,yes,NA,10,,meropenem,10,0,beforemero,beforemero,E. coli,-3,no,,2532854,1491562,58.88858971,,,,,,,,,,
gnoto1_BM1_d10,40.01 (11/14/09),B,16.6,gnoto1,3,D3,7,AM-F0665,AM-R0640,stool,BM1,F,yes,NA,10,,meropenem,10,0,beforemero,beforemero,E. coli,-3,no,,1220226,513406,42.07466486,,,,,,,,,,
gnoto1_BM2_d10,40.01 (11/14/09),B,14,gnoto1,3,D4,7,AM-F0666,AM-R0641,stool,BM2,F,yes,NA,10,,meropenem,10,0,beforemero,beforemero,E. coli,-3,no,,1453989,914165,62.87289656,,,,,,,,,,
gnoto1_BM3_d10,40.01 (11/14/09),B,10.4,gnoto1,3,D5,7,AM-F0667,AM-R0642,stool,BM3,M,yes,NA,10,,meropenem,10,0,beforemero,beforemero,E. coli,-3,no,,1796942,1050639,58.46816425,,,,,,,,,,
gnoto1_BM4_d10,40.01 (11/14/09),B,13.3,gnoto1,3,D6,7,AM-F0672,AM-R0643,stool,BM4,M,yes,NA,10,,meropenem,10,0,beforemero,beforemero,E. coli,-3,no,,1818439,1207933,66.42691891,,,,,,,,,,
gnoto1_BM5_d10,40.01 (11/14/09),B,20.2,gnoto1,3,D7,7,AM-F0673,AM-R0644,stool,BM5,M,yes,NA,10,,meropenem,10,0,beforemero,beforemero,E. coli,-3,no,,1421118,963438,67.79437035,,,,,,,,,,
gnoto2_BM1_d10,40.01 (11/14/09),B,31.7,gnoto2,3,G5,7,AM-F0698,AM-R0678,stool,BM1,M,yes,NA,10,,meropenem,10,0,beforemero,beforemero,E. coli,-3,no,,1649938,1256324,76.14370964,,,,,,,,,,
gnoto2_BM2_d10,40.01 (11/14/09),B,25.8,gnoto2,3,G6,7,AM-F0699,AM-R0679,stool,BM2,M,yes,NA,10,,meropenem,10,0,beforemero,beforemero,E. coli,-3,no,,1376293,1003453,72.90983824,,,,,,,,,,
gnoto2_BM3_d10,40.01 (11/14/09),B,21.7,gnoto2,3,G7,7,AM-F0700,AM-R0680,stool,BM3,M,yes,NA,10,,meropenem,10,0,beforemero,beforemero,E. coli,-3,no,,1109740,808560,72.86030962,,,,,,,,,,
gnoto2_BM4_d10,40.01 (11/14/09),B,13.1,gnoto2,3,G8,7,AM-F0701,AM-R0681,stool,BM4,F,yes,NA,10,,meropenem,10,0,beforemero,beforemero,E. coli,-3,no,,2124671,487839,22.96068427,,,,,,,,,,
gnoto2_BM5_d10,40.01 (11/14/09),B,13.9,gnoto2,3,G9,7,AM-F0702,AM-R0682,stool,BM5,F,yes,NA,10,,meropenem,10,0,beforemero,beforemero,E. coli,-3,no,,1885069,859191,45.578756,,,,,,,,,,
gnoto2_BM6_d10,40.01 (11/14/09),B,9.76,gnoto2,3,G10,7,AM-F0703,AM-R0683,stool,BM6,M,yes,NA,10,,meropenem,10,0,beforemero,beforemero,E. coli,-3,no,,6075722,4184713,68.87597885,,,,,,,,,,
gnoto2_BM7_d10,40.01 (11/14/09),B,15.9,gnoto2,3,G11,7,AM-F0704,AM-R0684,stool,BM7,M,yes,NA,10,,meropenem,10,0,beforemero,beforemero,E. coli,-3,no,,1345154,26255,1.95182113,,,,,,,,,,
Gn3_A5_Stool_Dol10,,A,,gnoto3,,,,,,stool,A5,F,yes,NA,,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,1288824,735239,57.04727721,,,,,,,,,,
Gn3_AB10_Stool,,AB,,gnoto3,,,,,,stool,AB10,F,no,13,,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2782,2013,72.35801582,,,,,,,,,,
Gn3_AB12_Stool,,AB,,gnoto3,,,,,,stool,AB12,M,no,13,,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,1255260,7458,0.594139859,,,,,,,,,,
Gn3_AB6_Stool,,AB,,gnoto3,,,,,,stool,AB6,F,no,13,,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,790202,510670,64.62524772,,,,,,,,,,
Gn3_AB7_Stool,,AB,,gnoto3,,,,N706,,stool,AB7,F,no,11,,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,534361,301464,56.41579382,,,,,,,,,,
Gn3_AB8_Stool,,AB,,gnoto3,,,,N708,,stool,AB8,F,no,12,,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,9669739,5634968,58.27425125,,,,,,,,,,
Gn3_AB9_Stool,,AB,,gnoto3,,,,N706,,stool,AB9,M,no,10,,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,574526,306420,53.33440088,,,,,,,,,,
Gn3_B1_Stool,,B,,gnoto3,,,,,,stool,B1,M,no,11,,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,170399,77026,45.20331692,,,,,,,,,,
Gn3_B13_Stool,,B,,gnoto3,,,,,,stool,B13,M,no,11,,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2383740,1235946,51.84902716,,,,,,,,,,
Gn3_B14_Stool,,B,,gnoto3,,,,,,stool,B14,M,no,11,,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,1256683,833425,66.3194298,,,,,,,,,,
Gn3_B15_Stool,,B,,gnoto3,,,,,,stool,B15,F,no,11,,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,8178353,3912833,47.84377735,,,,,,,,,,
Gn3_B2_Stool,,B,,gnoto3,,,,,,stool,B3,M,yes,NA,,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2979119,498731,16.74088883,,,,,,,,,,
Gn3_B3_Stool,,B,,gnoto3,,,,,,stool,B3,F,yes,NA,,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,7757510,2790653,35.97356626,,,,,,,,,,
Gn3_B4_Stool,,B,,gnoto3,,,,,,stool,B4,F,yes,NA,,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,1407557,151445,10.75942218,,,,,,,,,,
Gn3_F1_Stool,,F,,gnoto4,,,,N709,,stool,E1,F,yes,NA,,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,Gnoto4,720728,229630,31.86084071,,,,,,,,,,
Gn3_F2_Stool,,F,,gnoto4,,,,AM-F0410,,stool,E2,F,yes,NA,,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,Gnoto4,759042,250862,33.04981806,,,,,,,,,,
40_1_1_Stool,,DJS40,5.1,Gnoto5,,A04,UDI plate 02,AM-F0125,AM-R0125,stool,40.1.1,F,yes,NA,2/18/22,N/A,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2993409,2044215,68.2905343,,,,,,,,,,
40_1_2_Stool,,DJS40,4.552,Gnoto5,,A11,UDI plate 01,AM-F0036,AM-R0036,stool,40.1.2,F,yes,NA,2/23/22,11/17/22,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2088242,702119,33.62249203,,,,,,,,,,
40_2_1_Stool,,DJS40,6.4,Gnoto5,,A05,UDI plate 02,AM-F0126,AM-R0126,stool,40.2.1,F,yes,NA,2/18/22,N/A,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2340356,1428128,61.02182745,,,,,,,,,,
40_2_2_Stool,,DJS40,1.469,Gnoto5,,B01,UDI plate 01,AM-F0038,AM-R0038,stool,40.2.2,F,yes,NA,2/23/22,11/17/22,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2276772,1263525,55.49633428,,,,,,,,,,
40_3_1_Stool,,DJS40,2.51,Gnoto5,,A02,UDI plate 01,AM-F0027,AM-R0027,stool,40.3.1,F,yes,NA,2/18/22,11/17/22,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,3342417,1031622,30.86455101,,,,,,,,,,
40_4_1_Stool,,DJS40,5.899,Gnoto5,,A04,UDI plate 01,AM-F0029,AM-R0029,stool,40.4.1,M,yes,NA,2/18/22,11/17/22,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2347970,580766,24.73481348,,,,,,,,,,
41_1_1_Stool,,DJS41,6.889,Gnoto5,,A01,UDI plate 02,AM-F0122,AM-R0122,stool,41.1.1,M,yes,NA,2/17/22,N/A,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2231478,1566417,70.19639002,,,,,,,,,,
41_2_1_Stool,,DJS41,9.999,Gnoto5,,A02,UDI plate 02,AM-F0123,AM-R0123,stool,41.2.1,M,yes,NA,2/17/22,N/A,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2369183,1571064,66.31247987,,,,,,,,,,
41_3_1_Stool,,DJS41,1.574,Gnoto5,,C04,UDI plate 01,AM-F0053,AM-R0053,stool,41.3.1,M,yes,NA,2/17/22,11/17/22,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2978907,1650414,55.40334089,,,,,,,,,,
41_4_1_Stool,,DJS41,1.574,Gnoto5,,C06,UDI plate 01,AM-F0055,AM-R0055,stool,41.4.1,F,yes,NA,2/17/22,11/17/22,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2735208,1351430,49.40867386,,,,,,,,,,
42_1_1_Stool,,DJS42,4.311,Gnoto5,,A07,UDI plate 02,AM-F0128,AM-R0128,stool,42.1.1,F,yes,NA,2/19/22,N/A,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2234504,1633259,73.09268634,,,,,,,,,,
42_1_2_Stool,,DJS42,7.699,Gnoto5,,B01,UDI plate 02,AM-F0134,AM-R0134,stool,42.1.2,F,yes,NA,2/21/22,N/A,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2396766,1662065,69.34615227,,,,,,,,,,
42_2_1_Stool,,DJS42,1.065,Gnoto5,,A08,UDI plate 02,AM-F0129,AM-R0129,stool,42.2.1,M,yes,NA,2/19/22,N/A,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,4263692,3095305,72.59682454,,,,,,,,,,
42_2_2_Stool,,DJS42,6.035,Gnoto5,,B02,UDI plate 02,AM-F0135,AM-R0135,stool,42.2.2,M,yes,NA,2/21/22,N/A,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2938760,2332719,79.37766269,,,,,,,,,,
42_3_1_Stool,,DJS42,1.599,Gnoto5,,D03,UDI plate 01,AM-F0064,AM-R0064,stool,42.3.1,F,yes,NA,2/19/22,11/17/22,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,3313886,1682123,50.75983302,,,,,,,,,,
42_3_2_Stool,,DJS42,2.312,Gnoto5,,D08,UDI plate 01,AM-F0069,AM-R0069,stool,42.3.2,F,yes,NA,2/21/22,11/17/22,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2533693,1709321,67.46361931,,,,,,,,,,
42_4_1_Stool,,DJS42,1.82,Gnoto5,,D04,UDI plate 01,AM-F0065,AM-R0065,stool,42.4.1,F,yes,NA,2/19/22,11/17/22,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2676726,1112900,41.5769115,,,,,,,,,,
42_4_2_Stool,,DJS42,2.427,Gnoto5,,D09,UDI plate 01,AM-F0070,AM-R0070,stool,42.4.2,F,yes,NA,2/21/22,11/17/22,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2190639,948461,43.29608849,,,,,,,,,,
85_5_1_Stool,,DJS85,1.822,Gnoto5,,E11,UDI plate 01,AM-F0084,AM-R0084,stool,85.5.1,F,yes,NA,2/18/22,11/17/22,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2657340,1168343,43.96663581,,,,,,,,,,
